"id","url","name","seasonId","number","airstamp","runtime","image_medium","image_original","summary"
"707","http://www.tvmaze.com/episodes/40707/friends-3x14-the-one-with-phoebes-ex-partner","The One With Phoebe's Ex-Partner","3","14","1997-02-06T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114607.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114607.jpg","Phoebe's ex-singing partner wants to reunite; Chandler likes a woman associated with a shameful incident from Joey's past; 
Ross wants to spend more time with Rachel."
"708","http://www.tvmaze.com/episodes/40708/friends-3x15-the-one-where-ross-and-rachel-take-a-break","The One Where Ross and Rachel Take a Break","3","15","1997-02-13T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114605.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114605.jpg","Ross and Rachel decide to take a break in their relationship; Phoebe dates a diplomat who requires a translator."
"709","http://www.tvmaze.com/episodes/40709/friends-3x16-the-one-the-morning-after","The One the Morning After","3","16","1997-02-20T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114604.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114604.jpg","Ross's fling with Chloe jeopardizes his future with Rachel, who learns 
of the misdeed after she says she wants to work things out."
"710","http://www.tvmaze.com/episodes/40710/friends-3x17-the-one-without-the-ski-trip","The One Without the Ski Trip","3","17","1997-03-06T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114602.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114602.jpg","Rachel organizes a ski trip for all the friends except Ross, who must then come to their rescue when they run out of gas."
"711","http://www.tvmaze.com/episodes/40711/friends-3x18-the-one-with-the-hypnosis-tape","The One With the Hypnosis Tape","3","18","1997-03-13T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114601.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114601.jpg","Phoebe's upset by her brother's engagement to an older woman; Monica 
dates a computer-software mogul; Chandler tries to quit 
smoking."
"712","http://www.tvmaze.com/episodes/40712/friends-3x19-the-one-with-the-tiny-t-shirt","The One With the Tiny T-Shirt","3","19","1997-03-27T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114600.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114600.jpg","Mark asks out Rachel, who returns Ross's things; Monica still isn't 
attracted to millionaire Pete; Joey's irked by his costar in a play."
"713","http://www.tvmaze.com/episodes/40713/friends-3x20-the-one-with-the-dollhouse","The One With the Dollhouse","3","20","1997-04-10T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114599.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114599.jpg","Chandler's insincere ""I'll call you"" to Rachel's boss causes 
complications; Monica inherits a dollhouse; Joey and Kate get romantic."
"714","http://www.tvmaze.com/episodes/40714/friends-3x21-the-one-with-a-chick-and-a-duck","The One With a Chick and a Duck","3","21","1997-04-17T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114598.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114598.jpg","Ross helps an injured Rachel prepare for a business dinner, but doesn't 
tell her he's missing a chance to appear on TV; Pete buys 
Monica a restaurant; Chandler and Joey adopt a baby chick."
"715","http://www.tvmaze.com/episodes/40715/friends-3x22-the-one-with-the-screamer","The One With the Screamer","3","22","1997-04-24T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114597.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114597.jpg","Chandler's insincere ""I'll call you"" to Rachel's boss causes 
complications; Monica inherits a dollhouse; Joey and Kate get romantic."
"716","http://www.tvmaze.com/episodes/40716/friends-3x23-the-one-with-rosss-thing","The One With Ross's Thing","3","23","1997-05-01T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114596.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114596.jpg","Ross has an unusual growth; Phoebe is torn between two men she's dating; Monica thinks Pete is going to propose."
"717","http://www.tvmaze.com/episodes/40717/friends-3x24-the-one-with-the-ultimate-fighting-champion","The One With the Ultimate Fighting Champion","3","24","1997-05-08T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114595.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114595.jpg","Pete pursues the Ultimate Fighting championship; Chandler has a slap-happy new boss; Ross dates Phoebe's friend."
"718","http://www.tvmaze.com/episodes/40718/friends-3x25-the-one-at-the-beach","The One at the Beach","3","25","1997-05-15T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114594.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114594.jpg","Phoebe's quest to find her father leads the gang to a beach house -- and 
leads Phoebe to a fateful meeting with an old family friend;
 Rachel persuades Bonnie to make a change."
"719","http://www.tvmaze.com/episodes/40719/friends-4x01-the-one-with-the-jellyfish","The One With the Jellyfish","4","1","1997-09-25T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114628.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114628.jpg","At the beach house, Ross and Rachel appear on the threshold of a new 
era; Phoebe gets to know her birth mother (Teri Garr); Monica is stung 
by a jellyfish."
"720","http://www.tvmaze.com/episodes/40720/friends-4x02-the-one-with-the-cat","The One With the Cat","4","2","1997-10-02T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114629.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114629.jpg","Phoebe thinks her mother's spirit resides in a cat; Monica dates a 
former high-school hunk; Joey tries to sell the entertainment center."
"721","http://www.tvmaze.com/episodes/40721/friends-4x03-the-one-with-the-cuffs","The One With the 'Cuffs","4","3","1997-10-09T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114630.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114630.jpg","Chandler's torrid fling with Rachel's boss (Alison LaPlaca) puts him in a compromising position; Monica caters her mom's party."
"722","http://www.tvmaze.com/episodes/40722/friends-4x04-the-one-with-the-ballroom-dancing","The One With the Ballroom Dancing","4","4","1997-10-16T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114631.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114631.jpg","Joey' s roped into being the superintendent's practice dance partner; Phoebe gets fired."
"723","http://www.tvmaze.com/episodes/40723/friends-4x05-the-one-with-joeys-new-girlfriend","The One With Joey's New Girlfriend","4","5","1997-10-30T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114632.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114632.jpg","Chandler falls for Joey's new girlfriend (Paget Brewster); Phoebe likes the effect of a cold on her singing voice."
"724","http://www.tvmaze.com/episodes/40724/friends-4x06-the-one-with-the-dirty-girl","The One With the Dirty Girl","4","6","1997-11-06T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114633.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114633.jpg","Phoebe helps Monica cater a funeral; Chandler buys Kathy a special birthday gift; Ross's beautiful date has a very messy place."
"725","http://www.tvmaze.com/episodes/40725/friends-4x07-the-one-where-chandler-crosses-the-line","The One Where Chandler Crosses the Line","4","7","1997-11-13T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114634.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114634.jpg","Chandler keeps Kathy (Paget Brewster) company while Joey's out with another girl---and one thing leads to another."
"726","http://www.tvmaze.com/episodes/40726/friends-4x08-the-one-with-chandler-in-a-box","The One With Chandler in a Box","4","8","1997-11-20T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114635.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114635.jpg","On Thanksgiving, Chandler begs for Joey's forgiveness about Kathy (Paget Brewster); Monica has eyes for Richard's son."
"727","http://www.tvmaze.com/episodes/40727/friends-4x09-the-one-where-theyre-going-to-party","The One Where They're Going to Party!","4","9","1997-12-11T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114636.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114636.jpg","Rachel is promised a promotion; a restaurateur confronts Monica after 
she writes a scathing review; Chandler and Ross prepare to party with a 
world-class carouser."
"728","http://www.tvmaze.com/episodes/40728/friends-4x10-the-one-with-the-girl-from-poughkeepsie","The One With the Girl from Poughkeepsie","4","10","1997-12-18T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114637.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114637.jpg","Monica hires Joey so she can fire him to show who's the boss at the 
restaurant; Ross goes extra miles to date a gal from Poughkeepsie; 
Chandler plays matchmaker for Rachel."
"729","http://www.tvmaze.com/episodes/40729/friends-4x11-the-one-with-phoebes-uterus","The One With Phoebe's Uterus","4","11","1998-01-08T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114638.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114638.jpg","In lieu of a gift, newlyweds Frank Jr. and Alice (Giovanni Ribisi, Debra
 Jo Rupp) ask Phoebe to be a surrogate mother for their child; Ross 
breaks an unwritten rule at the museum."
"730","http://www.tvmaze.com/episodes/40730/friends-4x12-the-one-with-the-embryos","The One With the Embryos","4","12","1998-01-15T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114639.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114639.jpg","Phoebe undergoes in-vitro fertilization; Monica and Rachel go up against
 Joey and Chandler to determine which pair know the other better."
"731","http://www.tvmaze.com/episodes/40731/friends-4x13-the-one-with-rachels-crush","The One With Rachel's Crush","4","13","1998-01-29T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114640.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114640.jpg","Kathy's sexy role in a play irks Chandler; personal-shopper Rachel develops a crush on a client."
"732","http://www.tvmaze.com/episodes/40732/friends-4x14-the-one-with-joeys-dirty-day","The One With Joey's Dirty Day","4","14","1998-02-05T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114641.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114641.jpg","Joey doesn't smell too good when he's about to appear in a Charlton 
Heston movie; Rachel asks Ross to entertain her boss's niece so she can 
be with Joshua; the girls join heartbroken Chandler at a strip joint."
"733","http://www.tvmaze.com/episodes/40733/friends-4x15-the-one-with-all-the-rugby","The One With All the Rugby","4","15","1998-02-26T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114642.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114642.jpg","Ross plays rugby to impress Emily; to escape Janice, Chandler claims 
he's being transferred; Monica obsesses over a useless switch."
"734","http://www.tvmaze.com/episodes/40734/friends-4x16-the-one-with-the-fake-party","The One With the Fake Party","4","16","1998-03-19T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114643.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114643.jpg","Rachel throws an impromptu going-away party for Emily to lure Joshua 
into a social setting; pregnant vegetarian Phoebe craves meat."
"735","http://www.tvmaze.com/episodes/40735/friends-4x17-the-one-with-the-free-porn","The One With the Free Porn","4","17","1998-03-26T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114644.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114644.jpg","Ross pursues his romance with Emily (Helen Baxendale); Phoebe learns she's having triplets; the boys get free adult TV."
"736","http://www.tvmaze.com/episodes/40736/friends-4x18-the-one-with-rachels-new-dress","The One With Rachel's New Dress","4","18","1998-04-02T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114645.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114645.jpg","Rachel gears up for a night of romance with Joshua; Ross fears Emily is 
getting too chummy with Susan; Phoebe names one of the triplets."
"737","http://www.tvmaze.com/episodes/40737/friends-4x19-the-one-with-all-the-haste","The One With All the Haste","4","19","1998-04-09T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114646.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114646.jpg","Ross proposes to Emily (Helen Baxendale); Rachel and Monica demand their apartment back from the guys."
"738","http://www.tvmaze.com/episodes/40738/friends-4x20-the-one-with-all-the-wedding-dresses","The One With All the Wedding Dresses","4","20","1998-04-16T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114647.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114647.jpg","Monica tries on Emily's wedding dress; Ross's plans affect Rachel and Joshua; Chandler insists Joey get help for his snoring."
"739","http://www.tvmaze.com/episodes/40739/friends-4x21-the-one-with-the-invitation","The One With the Invitation","4","21","1998-04-23T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114648.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114648.jpg","In a clip show, Rachel receives her invitation to Ross and Emily's wedding."
"740","http://www.tvmaze.com/episodes/40740/friends-4x22-the-one-with-the-worst-best-man-ever","The One With the Worst Best Man Ever","4","22","1998-04-30T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114649.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114649.jpg","Best man Joey (Matt LeBlanc) loses Ross's heirloom ring; pregnant Phoebe has mood swings."
"741","http://www.tvmaze.com/episodes/40741/friends-4x23-the-one-with-rosss-wedding-part-i","The One With Ross's Wedding: Part I","4","23","1998-05-07T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114650.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114650.jpg","London's the location for Ross and Emily's wedding, but back at home, Rachel realizes that she still loves the groom-to-be."
"742","http://www.tvmaze.com/episodes/40742/friends-4x24-the-one-with-rosss-wedding-part-ii","The One With Ross's Wedding: Part II","4","24","1998-05-07T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/45/114651.jpg","http://static.tvmaze.com/uploads/images/original_untouched/45/114651.jpg","As Ross and Emily prepare to wed, Rachel makes a frantic attempt to 
reach London before the ceremony. Elsewhere, there is no love lost 
between Ross's and Emily's fathers."
"743","http://www.tvmaze.com/episodes/40743/friends-5x01-the-one-after-ross-says-rachel","The One After Ross Says Rachel","5","1","1998-09-24T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115054.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115054.jpg","Ross and Rachel cope with the ramifications of Ross saying ""Rachel"" 
instead of ""Emily"" during his wedding vows; Monica and Chandler are 
still hot for each other."
"744","http://www.tvmaze.com/episodes/40744/friends-5x02-the-one-with-all-the-kissing","The One With All the Kissing","5","2","1998-10-01T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115055.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115055.jpg","Rachel wants to tell Ross that she still loves him; Chandler must buss 
Rachel and Phoebe to cover up a kiss with Monica; Phoebe's water breaks."
"745","http://www.tvmaze.com/episodes/40745/friends-5x03-the-one-hundredth","The One Hundredth","5","3","1998-10-08T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115056.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115056.jpg","Phoebe's pregnancy comes to fruition; Monica and Chandler have their first fight."
"746","http://www.tvmaze.com/episodes/40746/friends-5x04-the-one-where-phoebe-hates-pbs","The One Where Phoebe Hates PBS","5","4","1998-10-15T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115057.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115057.jpg","Phoebe reveals her hatred of PBS; Emily tells Ross she'll see him again---if he stops seeing Rachel."
"747","http://www.tvmaze.com/episodes/40747/friends-5x05-the-one-with-the-kips","The One With the Kips","5","5","1998-10-29T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115058.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115058.jpg","Monica and Chandler plan a weekend getaway; Ross has to tell Rachel that to save his marriage he can't see her anymore."
"748","http://www.tvmaze.com/episodes/40748/friends-5x06-the-one-with-the-yeti","The One With the Yeti","5","6","1998-11-05T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115059.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115059.jpg","Emily's demands regarding Rachel weigh on Ross; Rachel and Monica encounter a hairy, beastlike man; Phoebe receives a fur coat."
"749","http://www.tvmaze.com/episodes/40749/friends-5x07-the-one-where-ross-moves-in","The One Where Ross Moves In","5","7","1998-11-12T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115060.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115060.jpg","Ross moves in with the boys; Phoebe dates a health inspector; Rachel plays hard to get for Danny, who's oblivious."
"750","http://www.tvmaze.com/episodes/40750/friends-5x08-the-one-with-all-the-thanksgivings","The One With All the Thanksgivings","5","8","1998-11-19T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115061.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115061.jpg","The gang reflects on bad Thanksgivings---and the biggest turkey belongs to Monica, who recalls her first encounter with Chandler."
"751","http://www.tvmaze.com/episodes/40751/friends-5x09-the-one-with-rosss-sandwich","The One With Ross's Sandwich","5","9","1998-12-10T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115062.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115062.jpg","Ross loses it when someone eats his sandwich at work; keeping up 
appearances for Monica and Chandler makes Joey look bad; Phoebe and 
Rachel take a lit class."
"752","http://www.tvmaze.com/episodes/40752/friends-5x10-the-one-with-the-inappropriate-sister","The One With the Inappropriate Sister","5","10","1998-12-17T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115063.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115063.jpg","Danny's close relationship with his sister (Julie Lauren) bothers 
Rachel; Ross urges Joey to write a script; Phoebe collects for holiday 
charity on a street corner."
"753","http://www.tvmaze.com/episodes/40753/friends-5x11-the-one-with-all-the-resolutions","The One With All the Resolutions","5","11","1999-01-07T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115064.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115064.jpg","Rachel's New Year's resolution not to gossip is tested when she discovers Monica and Chandler's romance."
"754","http://www.tvmaze.com/episodes/40754/friends-5x12-the-one-with-chandlers-work-laugh","The One With Chandler's Work Laugh","5","12","1999-01-21T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115065.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115065.jpg","Monica meets ""Work Chandler""; Ross gets together with Janice."
"755","http://www.tvmaze.com/episodes/40755/friends-5x13-the-one-with-joeys-bag","The One With Joey's Bag","5","13","1999-02-04T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115066.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115066.jpg","Phoebe meets Frank Sr. (Bob Balaban) at her grandma's funeral; Joey gets attached to a bag that's like a purse."
"756","http://www.tvmaze.com/episodes/40756/friends-5x14-the-one-where-everybody-finds-out","The One Where Everybody Finds Out","5","14","1999-02-11T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115067.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115067.jpg","Phoebe finds out about Monica and Chandler's romance; Ross plans to rent Ugly Naked Guy's apartment."
"757","http://www.tvmaze.com/episodes/40757/friends-5x15-the-one-with-the-girl-who-hits-joey","The One With the Girl Who Hits Joey","5","15","1999-02-18T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115068.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115068.jpg","Chandler freaks out over the subject of marriage to Monica; Joey's 
girlfriend throws playful, but painful, punches; Ross alienates his new 
neighbors."
"758","http://www.tvmaze.com/episodes/40758/friends-5x16-the-one-with-the-cop","The One With the Cop","5","16","1999-02-23T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115069.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115069.jpg","Phoebe finds a police badge; Joey has a romantic dream about Monica; Rachel helps Ross move his new couch."
"759","http://www.tvmaze.com/episodes/40759/friends-5x17-the-one-with-rachels-inadvertent-kiss","The One With Rachel's Inadvertent Kiss","5","17","1999-03-18T20:00:00-05:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115070.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115070.jpg","Rachel makes an awkward move during a job interview; Monica and Chandler compete with Phoebe and Gary to be the hotter couple."
"760","http://www.tvmaze.com/episodes/40760/friends-5x18-the-one-where-rachel-smokes","The One Where Rachel Smokes","5","18","1999-04-08T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115071.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115071.jpg","Rachel takes up smoking for work reasons; Joey angles into an audition involving Ross's son, Ben."
"761","http://www.tvmaze.com/episodes/40761/friends-5x19-the-one-where-ross-cant-flirt","The One Where Ross Can't Flirt","5","19","1999-04-22T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115072.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115072.jpg","Ross's flirting with the pizza-delivery girl falls flat; Joey's scene in a TV crime drama is cut."
"762","http://www.tvmaze.com/episodes/40762/friends-5x20-the-one-with-the-ride-along","The One With the Ride Along","5","20","1999-04-29T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115073.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115073.jpg","The boys ride along with Gary (Michael Rapaport); Monica and Rachel overhear bride-to-be Emily's urgent phone message to Ross."
"763","http://www.tvmaze.com/episodes/40763/friends-5x21-the-one-with-the-ball","The One With the Ball","5","21","1999-05-06T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115074.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115074.jpg","Gary (Michael Rapaport) asks Phoebe to live with him; a game of catch goes on for hours; Rachel buys an expensive cat."
"764","http://www.tvmaze.com/episodes/40764/friends-5x22-the-one-with-joeys-big-break","The One With Joey's Big Break","5","22","1999-05-13T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115075.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115075.jpg","Joey is cast in an independent film to be shot in the desert outside Las Vegas; Phoebe's angry with Ross."
"765","http://www.tvmaze.com/episodes/40765/friends-5x23-the-one-in-vegas-1","The One in Vegas (1)","5","23","1999-05-20T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115076.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115076.jpg","Chandler and Monica celebrate their first anniversary; the gang goes to 
Vegas to visit Joey; Chandler finds out about Monica's lunch with 
Richard."
"766","http://www.tvmaze.com/episodes/40766/friends-5x24-the-one-in-vegas-2","The One in Vegas (2)","5","24","1999-05-20T20:00:00-04:00","30","http://static.tvmaze.com/uploads/images/medium_landscape/46/115077.jpg","http://static.tvmaze.com/uploads/images/original_untouched/46/115077.jpg","In Vegas, Monica and Chandler reconcile and literally roll the dice on 
whether to get married, while one couple actually do tie the knot."
